pid,uid,vid,popularity,duration,fps,width,height,aspect_ratio,total_frames,file_size_bytes,file_exists,asr_text,asr_language,asr_char_count,ocr_text,ocr_raw_text_count,blip_caption_0,blip_caption_1,blip_caption_2,blip_caption_3,blip_caption_4,blip_caption_5,blip_caption_6,blip_caption_7,has_asr,has_ocr,has_audio
POST00000600,USER00000442,VIDEO00001432,12.02,59.833333333333336,30.0,576,1024,0.5625,1795,12081645,True,"The bed, you went to every gate that bitch like you to fed So she says she in love with a rock star, rock star Wanna smoke my weed, so she asked me where the top saw, top saw Oh, top saw, oh yeah Only I need to hide, I know, I know You're just a mother fucking kiss Oh, hey, I thought I was going to hit her head So I left her face rabbit Said'd fuck her car And cast and see what she did",en,388,POV: ur that girl that | LOVESself care | POV: ur that girl that | LOVESselfcare | POV: ur that girl that | LOVES self care | POV: ur that girl that | LOVESselfcare,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002754,USER00000102,VIDEO00003749,9.32,52.766666666666666,30.0,576,1016,0.5669291338582677,1583,9092317,True,"There are three things to ask yourself when it comes to exfoliating. What to use, when to use it, and how? And I have learned all this from Esthetician School Yacht, the fiercest tea. Yani, this. This right here is my favorite exfoliating. This is the Daily Microfolium by German Laudchika. We use this at an Esthetician School. And when you use this as after pre-clans, you'll pre-clans first, then you'll cleanse, then you'll go into this. Take some and put it in a bowl. About that much. A little bit of water. And you want to get it to about this consistency look.",en,568,There are 3 things to ask | yourself when it comes | to exfoliating!,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000122,USER00003252,VIDEO00000923,7.45,24.75809142475809,29.97,576,1024,0.5625,742,7993440,True,,en,0,Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!! | Cleaning the strangest | RING TOU WILL EVER | SEE!!!,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,True
POST00000043,USER00003364,VIDEO00000834,5.64,13.449287086661949,29.667,540,960,0.5625,399,2725740,True,"Oh, I love you, love you, look at the moon, but appreciate it, you see it, you can be super-cate, I got delicious taste, you need a woman's touch in it",en,151,Day in My Lile W | Day in My Lile | University of Technology | Interpretation of Trauma | Pulpal and Periapical Lesions,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000577,USER00000177,VIDEO00001408,10.73,10.1,30.0,570,990,0.5757575757575758,303,958387,True,Thought it's been so good Who else is staying good enough You're very good to me You're a God is here,en,101,"HeyBestie | This isyour sign to stop | stressing over whatever | it's that's bothering you. | Whatisforyou,isfor you | No matter howthings | look right now. | Alwaysremainpositive | and in thestate of flow | and acceptance. | Believe in yourself | Even when no one else | isaop | HeyBestie | Thisisyour signto stop | stressing overwhatever | it's that's bothering you. | What is foryou, isfor you | No matterhow things | look right now. | Alwaysremainpositive | and in.the state of flow | and acceptance. | Believe in yourself | Evenwhen no one else | isaop | HeyBestie | Thisisyour signto stop | stressing over whatever | it's that's bothering you. | What is for you, is for you | Nomatter how things | look right now. | Always.remainpositive | and in the state of flow | and acceptance. | Believe in yourself | Even when no one else | does! | HeyBestie | This isyour sign to stop | stressing over whatever | it's that's bothering you. | What.is for you,is foryou | Nomatter how things | lookright now | A/ways.rethainpositive | and in the state of flow | and acceptance. | Believe in yourself | Even when no one else | does!",1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003724,USER00001382,VIDEO00004792,7.05,19.766666666666666,30.0,576,1024,0.5625,593,3087434,True,"I'm about to get your braces off. Here's the next step to expect. So these are the steps to make a retainer at the end of your braces treatment. In this case, she didn't even have braces. She's just getting a retainer to hold her teeth in place and so that they don't shift around. The gooey stuff that you saw put in her mouth, that's the impression that makes the template like that. From that, we can fit a clear retainer nice and smooth.",en,441,Next step after braces | If you're about to get your | braces off | make a retainer after | composite bonding with us | so theseare thesteps to | make a retainer at the end | of your braces treatment | make a retainer after | sesrcomposite bondingwithus | The gooey stuff that you | saw put in her mouth | make a retainer after | composite bonding withus | niceandsnug,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001859,USER00004626,VIDEO00002776,5.76,7.666666666666667,30.0,576,1024,0.5625,230,1246613,True,"Now coming in, I, I, I, I, I, I, I 2480 out the trap, Get in with the rap, put it on the track, Give me right rap.",en,114,Sonic pink and strawberry | milkshake lululemon | AMAZON | Align top($16) | Align top($16) | Softstreme shorts($25) | Likeacloud($19) | Align top($16) | Softstremeshorts($25) | Likeacloud($19) | Hotty hot shoets($24) | Definejacket($20) | Scuba hoodie($30),256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001325,USER00002109,VIDEO00002210,7.78,13.633333333333333,30.0,576,1024,0.5625,409,1534047,True,"How does human implantation of an embryo work? After fertilization, the embryo lands in the uterus on day six, and it actually rolls along the surface finding its own spot like a lock and key. If this fails, we have tests and treatments to address it.",en,251,How does human | embryo implantation | work? | How does human | embryo implantation | work? | after fertilization the embryo | lands in the uterus on day 6 | How does human | embryo implantation | work? | and it actually rolls along the | surface finding its own spot like | a lock and key | How does human | embryo implantation | work? | if this fails we have tests and | treatments to address it,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002291,USER00004310,VIDEO00003246,12.28,14.55,30.652920962199318,576,1024,0.5625,446,1750980,True,침 JEA 뇌 전� suggest,ko,18,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001222,USER00003261,VIDEO00002101,9.03,36.00266933600267,29.97,576,1024,0.5625,1079,15372618,True,"Cinemey finals are here, the opportunity of a lifetime. These games come down to crucial moments. I'll tell, tell, tell, tell, tell, tell, tell, tell, tell, tell, tell, to repeat, I'll do the要 for it. I'll be with this right now. One more energy, in the biggest game in school history. It's all about that stuff. If you want to be the best, then prove it against the best. Game like this where legends are",en,405,"COLLEGEFOOTBALL | PLAYOFF | SEMIFINALS | REPEAT | 13 | 13 | 63 | COLLEGE FOOTBALL | PLAYOFF | SEMIFINALS | SATURDAY,DECEMBER 3IST | STARTING AT 4PM/ET",150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003361,USER00000770,VIDEO00004403,4.17,31.53333333333333,30.0,576,1024,0.5625,946,4208664,True,"Oh my god you guys. You sold us out of TikTok shop, wiped us out. Apparently this is news to me. There's a daily limit on TikTok shop. You can only sell a certain number of products and then they cap you. So if you try to buy our products right now on TikTok shop, it will say sold out. We're on chat support with them right now and they're just like, sorry. So thank you, but also, if you wanna buy our product, go to our website, go to Amazon, go to Target, go to Whole Foods, go to Sprouts, go to Wegmans, go in there.",en,521,YOU SOLD US OUT | OF TIKTOK SHOP | you can only sell a certain | number of products andthen | they cap you | so thank you but aiso,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002803,USER00000862,VIDEO00003806,8.23,8.2,30.0,576,1024,0.5625,246,1921928,True,Cinderella!,en,11,Throwback to Ice Spice's | first NYC performance | Throwback to Ice Spice's | first NYC performance | Throwback to Ice Spice's | first NYC performance | Throwback to Ice Spice's | first NYC performance,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002452,USER00004287,VIDEO00003424,8.32,83.46666666666667,30.0,576,764,0.7539267015706806,2504,6140737,True,"Let's decorate this phone case. This is our new rival cream clay. Look how creamy it is. And it's your dry, so easy to use. Let's see what it is. Beautiful.",en,156,"ALTECO | Justneedtoaddsomecharms | You can find them in my shop, too",68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001830,USER00000730,VIDEO00002747,6.56,27.666666666666668,30.0,576,1024,0.5625,830,7061119,True,So I got the bento lunchbox and every work I was compliments on how nice my lunch looks. I thought I'd do a little series So this is Apple with Greek yogurt and some cinnamon on the top layer Then for snacks we've got peas and gurgings and in the final bit we've got Pigeon chicken wrap That's everything Let me know if you want to see more,en,340,900ml | UNCH | so this is apple with Greek | yoghurt and some | cinnamon on the top layer | and in the final bit we've | got a vegan peri peri | chicken wrap,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001952,USER00003133,VIDEO00002876,3.79,29.966666666666665,30.0,576,1024,0.5625,899,2739068,True,"Independent, athletic, I've been sweating through the calisthenics Booty vicious, mind your business I've been working, working on my business I've been living, heavy metal, seated at the end I ain't a rental, take it down low like a fashion Back up like a black man, trying to get it up",en,287,"5 Reasons Why Exercise is | Important for Arthritis Warriors | 30minute | Rout | ashnic_rawarriorfitness | 5 Reasons Why Exercise is | Important for Arthritis Warriors | 30minute | Woukot | 2. Strengthens Muscles | ashnic_rawarriorfitness | 5 Reasons Why Exercise is | Important for Arthritis Warriors | 4. Prevents stiffness and | inflammation | ashnic_rawarriorfitness | read | Caption | Rise up, Warriors! | ashnic_rawarriorfitness",434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002727,USER00001919,VIDEO00003720,8.69,41.66666666666666,30.0,576,1024,0.5625,1250,9172105,True,"and that is a healthier caramelized onion dip and it's one of my favorite recipes that I've created to this day. It starts off with two. So I made it because I love dip. I love caramelized onion dip. I love any dip really. But when you put in that it's like healthier with a lot of protein, then that really gets me going. So this next time I second time making it, I loved it so much the first time that I made it again. I caramelized onions for like an hour and a half. I was just over that pan, sternum, low and slow. You know how it's done, a chef's around here. And I also kind of cheated because I added like onion dip spice.",en,631,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00002190,USER00000712,VIDEO00003131,4.99,12.433333333333334,30.0,576,1024,0.5625,373,1352669,True,And I keep my sight of the street clean You would know what I mean You could call out this my boyfriend,en,103,"POV: today is your class | field trip, you got to wear | leggings and you gave | yourself enough time for | Starbucks and Chick-fil-a | BP | portnw | POV: today is your class | field trip, you got to wear | leggings and you gave | yourself enough time for | Starbucks and Chick-fil-a | BP | HP | POV: today is your class | field trip, you got to wear | leggings and you gave | yourself enough time for | Starbucks and Chick-fil-a | POV: today is your class | field trip, you got to wear | leggings and you gave | yourself enough time for | Starbucks and Chick-fil-a",565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001915,USER00003497,VIDEO00002835,7.68,9.166666666666666,29.23636363636364,576,1024,0.5625,268,531125,True,"Take it this far For what do I know? Fashion Fly, fly For what do I know?",en,73,POV: Your small intestine | is not working well | POV: Your small intestine | is not working well | POV: Your small intestine | is not working well,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001664,USER00004583,VIDEO00002570,8.14,11.266666666666667,30.0,576,1024,0.5625,338,1173166,True,"I just parted that baby, he begged me to stay But I'm not staying, I just wanna play And I'm part of you just wanna run Fick both to the butt, stay pumped She a baddie, she knew she had 10 She a baddie, well her baddie ran",en,222,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,True
POST00001990,USER00004399,VIDEO00002916,11.61,13.533333333333331,30.0,576,1024,0.5625,406,2251048,True,,en,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True
POST00003244,USER00004250,VIDEO00004279,7.93,70.3,30.0,576,1024,0.5625,2109,10480343,True,"This right here is one of my top favorite big Amazon purchases and let me tell you why. So my apartment does not have a pantry or a lot of cabinet space, so I found that the perfect pantry cabinet. It has so much space. I love the little shelves on the door. Yes, I know this shelf is backwards, but that's okay. It's an easy fix. So what's cool about this cabinet is this door can be assembled on the left or it can be assembled on the right. So we originally wanted to be on the right.",en,487,this right here is | one of my top | is this door can be | assembled on the left | GARUC | POWDER | ONON | Kitchen | Chicken | Spicy | neys | RTOLLD | AUCE | I still need to get | a couple of more things | definitely worth | the money!,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003378,USER00004789,VIDEO00004420,5.48,60.0,30.0,576,1024,0.5625,1800,22978765,True,"Hey everybody, this is Tucker again with T.K. Lawns. I've driven by this house a few times, and it always looked terrible so I couldn't stand it anymore so I stopped. No one lives there so I had to talk to a neighbor, and she said the city comes by about once a year to clean it up, and they really just leave it looking worse than it was before they got there. Everybody's yard in the neighborhood looks great, and this was a corner lot on a busy road so everyone saw it. Be sure to stay tuned to the end of the video as I have",en,528,ISIT GONNA | COST ME ANYTHING!,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003460,USER00000409,VIDEO00004507,8.28,32.3,30.0,576,1024,0.5625,969,7026274,True,"Do not buy a new rug. If you've been at a rug shop and you probably noticed that most fallen to one of two categories, either A, beautiful, good looking handmade of natural materials, but costs as much as a used car, or B, synthetic materials, machine made, good looking now, but it's going to age like milk and a sauna. And this is why I bought each and every rug I own second hand. For around the same price of those crappy synthetic ones, you can go on eBay at sea, get rug's handmade of natural materials from Morocco, Turkey, Afghanistan, often completely unique handmade with natural dyes. Pretty well priced.",en,615,"Reply to trevcrow's comment | Nolan can u do a | videotalking about | your rugs | Q Searchyourfavorites | Red Rug,Decorative Rug... | Decorative Rug,Vintage... | CA$227.37CA$757.8970% | CA$227.37CA$757.89(70% | Turkish Rug, Rugs For Bat... | TurkishRug VintageRug... | CA$218.27CA$727.57(70% | CA$213.72CA$712.42(70% | Favorites | Home | Updates | You | Cart",358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002051,USER00002115,VIDEO00002981,7.52,30.466666666666665,30.0,576,1024,0.5625,914,3568552,True,"Acompáñame a ver cómo es que imprimo los modelos 13 de nuestros pacientes. Después de jitar nuestra recién amulviela colocamos en nuestra impresora 3D viscamos el archivo de nuestro diseño y lo mandamos en primil. Tenemos que esperar que la impresora completen ciclo. Unas horas más tarde los modelos están listos para que los actamos de la impresora. Y miren, se ve lindísimos, encantan. Con ayuda de estos modelos de monosutoras cosas, podemos sentarnos todo el equipo y discutir tu caso y así tenemos un plan de acción para...",es,529,3D dental print | 3D dental print | phaem | SONIC4K | MIGHTY | 3D dentai print | 3D dental print,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00002469,USER00004522,VIDEO00003441,13.35,70.73333333333333,30.0,576,1024,0.5625,2122,10019675,True,10 useful Amazon products I've bought this year. This is a seat gap filler for your car which slides over your seatbelt and stops things from falling down the gap. This is an electric lighter which allows you to light candles without burning your thumb. It uses no gas or fuel and it's rechargeable meaning it lasts forever and you won't have to keep buying new lighters. This is a thin ice tray which makes ice cubes that can fit into any size bottle allowing you to keep your drink cold wherever you are. You can even use them in your beer. This is a thermal printer which allows you to print things without using any ink. It uses thermal technology to print,en,660,10Useful Amazon | Products I've Bought | This Year | pe | psi | 8. Thin Ice Tray | 4. Mattress Gap Filler | 1. Dreamfarm Jot,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00000076,USER00000124,VIDEO00000869,12.54,6.133333333333334,30.0,576,1024,0.5625,184,1280349,True,One finish.,en,11,THIS IS SO COOL WTF | THIS IS SO COOL WTF | THIS IS SO COOL WTF | THIS IS SO COOL WTF,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003524,USER00001816,VIDEO00004574,7.37,18.885552218885557,29.97,576,1024,0.5625,566,5825438,True,"I'm all like this, we like cinnamon Like a fucking dream on planet Baby love me cause I'm playing on the radio I can't be like this now I'm looking up and taking a look at the moon Cause my body's sweet, I should prove",en,218,Glacial Lake Haiyaha | Rocky Mountain National Park | Colorado,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001789,USER00002339,VIDEO00002703,9.46,56.46666666666667,30.05312868949233,720,1280,0.5625,1697,12739598,True,コーリーが見て、一袋食べてめちゃくちゃ寒くなるらしいんですけど、あやんのは一袋とか、くさくる食べても、じゃじゃげれだーす綺麗な色だね,ja,66,user9827788276166の× | 返信走L龙 | 三食 | AA | user9827788276166の× | 三食 | AA,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00001184,USER00002734,VIDEO00002058,3.93,20.966666666666665,30.0,576,1024,0.5625,629,3857140,True,"But we don't pop up the night Black eyes, special smiles Shows my blood I'm a palajer, I'm a pop up the night You pop up the night We get involved up tonight We don't pop up, but you don't see part And you'll see",en,212,HEAT | Fenty glow heat | 03 | HEA | Fenty glow heat | 03 | HEA | Fenty glow heat | 03 | HEAT | gooy moy6 houoy | 03,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,True
POST00003906,USER00004899,VIDEO00004988,5.13,208.86666666666667,30.0,576,1024,0.5625,6266,22534680,True,,en,0,"""Hawley Retainer"" | howitis made | InShOt | Trimming | InShOt | Polishing (Pumice) | InshOt | ACE | DENTAL | LABORATORY | For Inquiries: | WhatsApp:+60109837070 | Instagram:@acedentalss | Email: acedentalss@gmail.com",216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,True
